object_code,object_description,2019_actuals,2020_actuals,2021_budget,2021_actuals,2022_proposed_budget,2022_adopted_budget,fund_number,fund_name,org_key,department,fund_category,report_date
3341117,GEMA-Homeland Security Grant,27514,0,0,0,0,0,220,Grants,220039277,FY18 Response Team Grant,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,29236,104207,0,0,0,0,220,Grants,220039278,FY18 Bomb Grant-Sheriff,SPECIAL REVENUE FUNDS,2021-12-31
3311116,Dept of Justice Grant,0,31696,0,0,0,0,220,Grants,220039279,FY18 JAG Grant- Sheriff,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,3486,1038,0,0,0,0,220,Grants,220039280,FY18 CERT Grant-EMA,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,324,17782,0,0,0,0,220,Grants,220039281,FY18 GEMA HS-GSAR GRT-,SPECIAL REVENUE FUNDS,2021-12-31
3341124,CJCC Pass Thru Grant,0,35521,0,0,0,0,220,Grants,220039282,FY18 CJCC-PSN-Sheriff,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,2397,32602,0,0,0,0,220,Grants,220039283,PetSmart Charity-Adoption,SPECIAL REVENUE FUNDS,2021-12-31
3341113,FEMA Grant - State Share,0,0,6000,0,0,0,220,Grants,220039284,2022 Hazard Mit Plan 5yr-,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,0,45000,0,0,0,220,Grants,220039284,2022 Hazard Mit Plan 5yr-,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,0,0,9000,0,0,0,220,Grants,220039284,2022 Hazard Mit Plan 5yr-,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,4971,0,0,0,0,220,Grants,220039285,F19 CERT Grant -EMA,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,16772,730,727,0,0,220,Grants,220039286,GEMA FY K-9 Grt-Sheriff,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,56215,12800,5086,0,0,220,Grants,220039287,GEMA FY19 Bomb Grt-Sheriff,SPECIAL REVENUE FUNDS,2021-12-31
3341116,DOJ State Homeland Sec Grant#2,0,0,22400,0,0,0,220,Grants,220039288,GEMA FY19 Resp. Team grt-,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,0,0,160000,160000,160000,160000,220,Grants,220039289,Stanton Foundation Grt-,SPECIAL REVENUE FUNDS,2021-12-31
3311116,Dept of Justice Grant,0,12362,102540,62849,0,0,220,Grants,220039291,DOJ Grt-CARES ATCS-Sheriff,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,0,0,0,0,0,220,Grants,220039291,DOJ Grt-CARES ATCS-Sheriff,SPECIAL REVENUE FUNDS,2021-12-31
3311116,Dept of Justice Grant,0,0,31830,31778,31830,31830,220,Grants,220039292,DOJ Grt-JAG FY19-Sheriff,SPECIAL REVENUE FUNDS,2021-12-31
3311113,FEMA Grant,0,16852,0,33413,0,0,220,Grants,220039293,FEMA Covid19 Suppl Grt-Fire,SPECIAL REVENUE FUNDS,2021-12-31
3911274,Op Tsfr from Fire Protection,0,5052,0,0,0,0,220,Grants,220039293,FEMA Covid19 Suppl Grt-Fire,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,18166,0,0,0,0,220,Grants,220039294,FY18 HazMat Grt-Fire,SPECIAL REVENUE FUNDS,2021-12-31
3311116,Dept of Justice Grant,0,0,45660,0,45660,45660,220,Grants,220039295,FY20 DOJ JAG Grt-Sheriff,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,0,52000,0,49000,49000,220,Grants,220039296,GEMA FY20 EOD K-9 grt-,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,0,38750,0,38750,38750,220,Grants,220039297,GEMA FY20 Bomb Grt-Sheriff,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,0,30000,0,30000,30000,220,Grants,220039298,GEMA FY20 CBRN Grt-,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,0,10000,10000,0,0,220,Grants,220039299,FY20 K-9 Grant,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,0,15000,0,0,0,220,Grants,220039300,GEMA FY20 Task Force,SPECIAL REVENUE FUNDS,2021-12-31
3341112,DNR-319H Grant,43236,6344,167400,2720,65000,65000,220,Grants,220041113,DNR 319H Grt-Stormwater,SPECIAL REVENUE FUNDS,2021-12-31
3341112,DNR-319H Grant,0,0,196450,0,131000,131000,220,Grants,220041116,319H Grt FY16-BMP's-,SPECIAL REVENUE FUNDS,2021-12-31
3833110,FEMA-ICE STORM,1501807,1065387,0,0,0,0,220,Grants,220041250,Ice Storm Damage,SPECIAL REVENUE FUNDS,2021-12-31
3343113,Reimbrsm't-other,16002,47393,0,0,0,0,220,Grants,220041251,Hurricane Expenses,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,0,0,15000,10500,0,0,220,Grants,220041420,Keep America Beau Grant,SPECIAL REVENUE FUNDS,2021-12-31
3311221,Federal-Title III C1,168747,32712,242530,220085,261620,261620,220,Grants,220054322,Sr Food SVCS Grant 05/06,SPECIAL REVENUE FUNDS,2021-12-31
3311222,Fed-Title III C2,157091,552997,183150,197360,191440,191440,220,Grants,220054322,Sr Food SVCS Grant 05/06,SPECIAL REVENUE FUNDS,2021-12-31
3311223,Fed-NSI C1/C2,69101,57819,104000,4033,110220,110220,220,Grants,220054322,Sr Food SVCS Grant 05/06,SPECIAL REVENUE FUNDS,2021-12-31
3341221,State Grant Title IIIC-1,9934,1925,0,12957,15390,15390,220,Grants,220054322,Sr Food SVCS Grant 05/06,SPECIAL REVENUE FUNDS,2021-12-31
3341222,State Grant Title IIIC2,9248,26939,0,6259,11260,11260,220,Grants,220054322,Sr Food SVCS Grant 05/06,SPECIAL REVENUE FUNDS,2021-12-31
3341224,State Grant CBS NSI Meals,137064,269836,136000,7864,152710,152710,220,Grants,220054322,Sr Food SVCS Grant 05/06,SPECIAL REVENUE FUNDS,2021-12-31
3476110,Program fees,0,0,0,0,0,0,220,Grants,220054322,Sr Food SVCS Grant 05/06,SPECIAL REVENUE FUNDS,2021-12-31
3476240,Meals Fees-Sr Citizens,8441,6352,8000,6197,8000,8000,220,Grants,220054322,Sr Food SVCS Grant 05/06,SPECIAL REVENUE FUNDS,2021-12-31
3479130,Meal Donations,2123,755,1000,65,1000,1000,220,Grants,220054322,Sr Food SVCS Grant 05/06,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,38062,0,47300,0,53300,53300,220,Grants,220054322,Sr Food SVCS Grant 05/06,SPECIAL REVENUE FUNDS,2021-12-31
3361120,CVB Tourism Grant,5600,6846,6880,0,0,0,220,Grants,220061462,Newman Tennis Tourism Grt-,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,0,0,2000,2000,0,0,220,Grants,220061511,Thks Mom&Dad-Carrie,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,0,0,2000,2000,0,0,220,Grants,220061513,Thks Mom&Dad-McDuffie,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,2000,0,0,0,0,0,220,Grants,220061516,Thks Mom&Dad-Brigham,SPECIAL REVENUE FUNDS,2021-12-31
3313122,HOME Grant Income,0,0,0,0,0,0,221,Housing & Neighborhood Development,221000000,Housing &,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,-21983,-9420,0,0,0,0,221,Housing & Neighborhood Development,221000000,Housing &,SPECIAL REVENUE FUNDS,2021-12-31
3891110,Miscellaneous Income,0,50,0,0,0,0,221,Housing & Neighborhood Development,221000000,Housing &,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,1077890,924420,915160,915160,788110,788110,221,Housing & Neighborhood Development,221000000,Housing &,SPECIAL REVENUE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,29150,29150,0,0,221,Housing & Neighborhood Development,221000000,Housing &,SPECIAL REVENUE FUNDS,2021-12-31
3911271,Op Tsfr from Urban Services Di,300000,300000,300000,300000,300000,300000,221,Housing & Neighborhood Development,221000000,Housing &,SPECIAL REVENUE FUNDS,2021-12-31
3923110,Property sale,6668,0,0,0,0,0,221,Housing & Neighborhood Development,221000000,Housing &,SPECIAL REVENUE FUNDS,2021-12-31
3313120,CDBG Rehab Grant Revenue,0,12430,0,0,0,0,221,Housing & Neighborhood Development,221073111,CDBG Administration,SPECIAL REVENUE FUNDS,2021-12-31
3313121,CDBG Grant Income,272942,3134,360770,260160,575180,575180,221,Housing & Neighborhood Development,221073111,CDBG Administration,SPECIAL REVENUE FUNDS,2021-12-31
3891130,Program Income - CDBG,22109,198651,100000,44957,31430,31430,221,Housing & Neighborhood Development,221073111,CDBG Administration,SPECIAL REVENUE FUNDS,2021-12-31
3313122,HOME Grant Income,52563,91162,97820,9276,216820,216820,221,Housing & Neighborhood Development,221073112,Home Administration,SPECIAL REVENUE FUNDS,2021-12-31
3891135,Program Income HOME,0,3226,100000,81232,115710,115710,221,Housing & Neighborhood Development,221073112,Home Administration,SPECIAL REVENUE FUNDS,2021-12-31
3313128,HOPWA,4943,31651,31370,0,72620,72620,221,Housing & Neighborhood Development,221073113,HOPWA Administration,SPECIAL REVENUE FUNDS,2021-12-31
3313123,Emer Shelter Grant (ESG),10987,19017,11740,0,21530,21530,221,Housing & Neighborhood Development,221073114,ESG Administration,SPECIAL REVENUE FUNDS,2021-12-31
3313126,Supportive Housing Program,1263,133,58190,0,59890,59890,221,Housing & Neighborhood Development,221073115,SHP Administration,SPECIAL REVENUE FUNDS,2021-12-31
3313120,CDBG Rehab Grant Revenue,126492,4098,3500,0,3550,3550,221,Housing & Neighborhood Development,221073116,CDBG Rehab Administration,SPECIAL REVENUE FUNDS,2021-12-31
3313121,CDBG Grant Income,0,0,0,0,0,0,221,Housing & Neighborhood Development,221073116,CDBG Rehab Administration,SPECIAL REVENUE FUNDS,2021-12-31
3891130,Program Income - CDBG,1831,0,0,0,0,0,221,Housing & Neighborhood Development,221073116,CDBG Rehab Administration,SPECIAL REVENUE FUNDS,2021-12-31
3891130,Program Income - CDBG,0,0,0,0,26260,26260,221,Housing & Neighborhood Development,221073117,Neighborhood Stabilization Grt,SPECIAL REVENUE FUNDS,2021-12-31
3313121,CDBG Grant Income,0,20250,270570,55401,568930,568930,221,Housing & Neighborhood Development,221073120,CDBG Public Service,SPECIAL REVENUE FUNDS,2021-12-31
3891130,Program Income - CDBG,0,7531,0,0,0,0,221,Housing & Neighborhood Development,221073120,CDBG Public Service,SPECIAL REVENUE FUNDS,2021-12-31
3313122,HOME Grant Income,0,0,97820,0,216820,216820,221,Housing & Neighborhood Development,221073208,Home IDC,SPECIAL REVENUE FUNDS,2021-12-31
3313120,CDBG Rehab Grant Revenue,635717,84320,745000,494868,2111550,2111550,221,Housing & Neighborhood Development,221073210,CDBG Rehabilitation,SPECIAL REVENUE FUNDS,2021-12-31
3313121,CDBG Grant Income,0,1050,0,0,0,0,221,Housing & Neighborhood Development,221073210,CDBG Rehabilitation,SPECIAL REVENUE FUNDS,2021-12-31
3891130,Program Income - CDBG,3281,2600,0,6625,0,0,221,Housing & Neighborhood Development,221073210,CDBG Rehabilitation,SPECIAL REVENUE FUNDS,2021-12-31
3313121,CDBG Grant Income,602918,602605,4045190,97616,408530,408530,221,Housing & Neighborhood Development,221073211,CDBG Grant,SPECIAL REVENUE FUNDS,2021-12-31
3313123,Emer Shelter Grant (ESG),0,0,0,0,0,0,221,Housing & Neighborhood Development,221073211,CDBG Grant,SPECIAL REVENUE FUNDS,2021-12-31
3891130,Program Income - CDBG,33152,3135,10000,0,49360,49360,221,Housing & Neighborhood Development,221073211,CDBG Grant,SPECIAL REVENUE FUNDS,2021-12-31
3313122,HOME Grant Income,887627,727435,2819340,912951,2659350,2659350,221,Housing & Neighborhood Development,221073212,Home Grant Projects,SPECIAL REVENUE FUNDS,2021-12-31
3891135,Program Income HOME,842992,975376,300000,1139913,861420,861420,221,Housing & Neighborhood Development,221073212,Home Grant Projects,SPECIAL REVENUE FUNDS,2021-12-31
3313122,HOME Grant Income,0,0,0,0,0,0,221,Housing & Neighborhood Development,221073213,HOPWA Grant Projects,SPECIAL REVENUE FUNDS,2021-12-31
3313128,HOPWA,937900,821117,3022610,859391,2548990,2548990,221,Housing & Neighborhood Development,221073213,HOPWA Grant Projects,SPECIAL REVENUE FUNDS,2021-12-31
3313121,CDBG Grant Income,0,0,0,3960,0,0,221,Housing & Neighborhood Development,221073214,ESG Grant Projects,SPECIAL REVENUE FUNDS,2021-12-31
3313123,Emer Shelter Grant (ESG),158855,312904,314710,39255,297100,297100,221,Housing & Neighborhood Development,221073214,ESG Grant Projects,SPECIAL REVENUE FUNDS,2021-12-31
3313128,HOPWA,0,0,0,0,0,0,221,Housing & Neighborhood Development,221073214,ESG Grant Projects,SPECIAL REVENUE FUNDS,2021-12-31
3313126,Supportive Housing Program,57781,79253,459650,0,124480,124480,221,Housing & Neighborhood Development,221073215,SHP-HMIS Grant Project,SPECIAL REVENUE FUNDS,2021-12-31
3711110,Contributions And Donations Fr,25,0,0,0,0,0,221,Housing & Neighborhood Development,221073215,SHP-HMIS Grant Project,SPECIAL REVENUE FUNDS,2021-12-31
3891130,Program Income - CDBG,8110,126824,300000,211433,56300,56300,221,Housing & Neighborhood Development,221073217,NSP Grant Project,SPECIAL REVENUE FUNDS,2021-12-31
3313126,Supportive Housing Program,0,0,55880,0,0,0,221,Housing & Neighborhood Development,221073219,Continuum of Care Grant,SPECIAL REVENUE FUNDS,2021-12-31
3313121,CDBG Grant Income,0,0,1949220,801750,758660,758660,221,Housing & Neighborhood Development,221073221,CDBG Cares Act,SPECIAL REVENUE FUNDS,2021-12-31
3313128,HOPWA,0,0,101960,10239,131870,131870,221,Housing & Neighborhood Development,221073223,HOPWA Cares Act,SPECIAL REVENUE FUNDS,2021-12-31
3313121,CDBG Grant Income,0,0,0,530,0,0,221,Housing & Neighborhood Development,221073224,ESG Cares Act,SPECIAL REVENUE FUNDS,2021-12-31
3313123,Emer Shelter Grant (ESG),0,0,1640660,524470,1797400,1797400,221,Housing & Neighborhood Development,221073224,ESG Cares Act,SPECIAL REVENUE FUNDS,2021-12-31
3311110,Fed Op Grant-Categor-Direct,0,0,6095960,8941566,7703750,7703750,221,Housing & Neighborhood Development,221073226,Treasury Emer Rental Asst,SPECIAL REVENUE FUNDS,2021-12-31
3311513,Fed Op Grt-Cat-Indir-Health,0,0,522550,0,812750,812750,221,Housing & Neighborhood Development,221073227,GADPH Lead Grant,SPECIAL REVENUE FUNDS,2021-12-31
3313122,HOME Grant Income,0,0,0,0,2960720,2960720,221,Housing & Neighborhood Development,221073228,American Rescue Plan,SPECIAL REVENUE FUNDS,2021-12-31
3313120,CDBG Rehab Grant Revenue,0,1562,255520,33629,260000,260000,221,Housing & Neighborhood Development,221073230,CDBG Activity Delivery,SPECIAL REVENUE FUNDS,2021-12-31
3313121,CDBG Grant Income,0,17338,0,14554,0,0,221,Housing & Neighborhood Development,221073230,CDBG Activity Delivery,SPECIAL REVENUE FUNDS,2021-12-31
3891130,Program Income - CDBG,0,0,0,491,0,0,221,Housing & Neighborhood Development,221073230,CDBG Activity Delivery,SPECIAL REVENUE FUNDS,2021-12-31
3711110,Contributions And Donations Fr,6760,69511,20000,-5032,40000,40000,221,Housing & Neighborhood Development,221075215,Urban Development Action,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,5,-73,0,-34,0,0,222,Urban Development Action,222000000,UDAG,SPECIAL REVENUE FUNDS,2021-12-31
3711110,Contributions And Donations Fr,250,0,0,0,0,0,222,Urban Development Action,222075215,Urban Development Action,SPECIAL REVENUE FUNDS,2021-12-31
3891110,Miscellaneous Income,9102,0,0,0,0,0,222,Urban Development Action,222075215,Urban Development Action,SPECIAL REVENUE FUNDS,2021-12-31
3312513,Cares Act,0,10358979,0,0,0,0,226,Cares Act,226000000,Cares Act,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,0,19845,0,0,0,0,226,Cares Act,226000000,Cares Act,SPECIAL REVENUE FUNDS,2021-12-31
3321110,ARP - Local Fiscal Recovery Fd,0,0,6268800,21506060,21506000,21506000,230,ARPA - City,230000000,ARPA - City,SPECIAL REVENUE FUNDS,2021-12-31
3221210,Zoning and Land Use Permits,19950,18534,10300,11900,11000,11000,231,Board of Appeals,231000000,Appeals Board,SPECIAL REVENUE FUNDS,2021-12-31
3221220,NPDES Permit Fees,0,0,0,0,0,0,231,Board of Appeals,231000000,Appeals Board,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,0,36,0,0,0,0,231,Board of Appeals,231000000,Appeals Board,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,13540,12750,11780,11780,11580,11580,231,Board of Appeals,231000000,Appeals Board,SPECIAL REVENUE FUNDS,2021-12-31
3321110,ARP - Local Fiscal Recovery Fd,0,0,0,19668373,19668000,19668000,232,ARPA - County,232000000,ARPA - County,SPECIAL REVENUE FUNDS,2021-12-31
3139110,Other Sales Tax,3932337,4339785,3300000,3783743,4400000,4400000,235,TSPLOST 25% Discretionary,235000000,TIA 25% Discretionary,SPECIAL REVENUE FUNDS,2021-12-31
3343119,GDOT Grant Funds,0,0,0,0,0,0,235,TSPLOST 25% Discretionary,235000000,TIA 25% Discretionary,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,203174,67017,0,0,0,0,235,TSPLOST 25% Discretionary,235000000,TIA 25% Discretionary,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,5480160,0,2341630,2341630,235,TSPLOST 25% Discretionary,235000000,TIA 25% Discretionary,SPECIAL REVENUE FUNDS,2021-12-31
3221210,Zoning and Land Use Permits,0,0,0,0,0,0,261,NPDES Permit Fees,261000000,NPDES Permit Fees,SPECIAL REVENUE FUNDS,2021-12-31
3221215,Zoning Rev-Plan & Developmnt,341,0,0,0,0,0,261,NPDES Permit Fees,261000000,NPDES Permit Fees,SPECIAL REVENUE FUNDS,2021-12-31
3221220,NPDES Permit Fees,6453,5391,20000,14707,20000,20000,261,NPDES Permit Fees,261000000,NPDES Permit Fees,SPECIAL REVENUE FUNDS,2021-12-31
3221510,Building Permits,0,783,0,0,0,0,261,NPDES Permit Fees,261000000,NPDES Permit Fees,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,2227,730,0,0,0,0,261,NPDES Permit Fees,261000000,NPDES Permit Fees,SPECIAL REVENUE FUNDS,2021-12-31
3111110,Real Property Tax-Curr Year,4555068,4406485,4491680,4810136,4806930,4806930,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3111810,Early Payment Discount,-26607,-24910,-31880,-28830,-33430,-33430,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3113110,Motor Vehicles - Current Year,57405,58129,41810,43053,34860,34860,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3113151,TAVT-L,0,0,0,0,0,0,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3113210,Mobile Homes - Current Year,0,0,40,0,40,40,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3113310,Rail Road Equipment-Current Yr,0,0,0,8245,0,0,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3116110,Real Estate Transfer,67,32145,0,64143,50000,50000,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3116120,Recording Intangible Tax,1014,53621,0,84218,50000,50000,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3131110,Local Option Sales & Use Tax,5711782,5677898,5489100,5148492,6279000,6279000,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3191120,Interest - Delinquent Taxes,0,0,0,0,0,0,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,80395,30278,0,0,0,0,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3611210,Int Earned - Tax Commissioner,13501,18191,7500,5025,10000,10000,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3923110,Property sale,0,0,0,32,0,0,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,142290,0,0,0,271,Urban Services District,271000000,Urban Services District,SPECIAL REVENUE FUNDS,2021-12-31
3111110,Real Property Tax-Curr Year,3717306,3648019,3722480,3839442,3837460,3837460,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3111310,Timber Tax - Current Year,850,1300,800,64,880,880,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3113110,Motor Vehicles - Current Year,57159,53898,42330,41629,35470,35470,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3113210,Mobile Homes - Current Year,11708,9762,9910,9604,10860,10860,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3116110,Real Estate Transfer,20354,18620,15000,29043,0,0,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3116120,Recording Intangible Tax,49717,57827,40000,74141,0,0,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3131110,Local Option Sales & Use Tax,0,0,0,0,0,0,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3343113,Reimbrsm't-other,0,0,0,39578,0,0,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3411720,Burk/Columbia Capital Reimburs,58254,0,0,0,0,0,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,178825,81575,0,0,0,0,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3951110,Encumbrance Carry Forwards,0,0,3178700,0,0,0,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3951120,Capital Project Carry Forwards,0,0,1428830,0,0,0,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,0,0,272,Capital Outlay,272000000,Capital Outlay,SPECIAL REVENUE FUNDS,2021-12-31
3343121,Secretary of State Pass thru,0,21000,0,0,0,0,272,Capital Outlay,272014110,Board of Election,SPECIAL REVENUE FUNDS,2021-12-31
3343116,GDOT-Fed Dept Transportation,23010,1668,379600,6985,365200,365200,272,Capital Outlay,272075511,DDA-James Brown Phase III,SPECIAL REVENUE FUNDS,2021-12-31
3911327,"Op Tsfr from Urban SPLOST, Pha",0,0,0,0,0,0,272,Capital Outlay,272075511,DDA-James Brown Phase III,SPECIAL REVENUE FUNDS,2021-12-31
3911328,Op Trf From SLOST Phase VI,0,0,95850,0,91300,91300,272,Capital Outlay,272075511,DDA-James Brown Phase III,SPECIAL REVENUE FUNDS,2021-12-31
3111110,Real Property Tax-Curr Year,34022883,33363322,35470960,36315039,35599160,35599160,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3111310,Timber Tax - Current Year,7784,11883,7350,207,8000,8000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3111810,Early Payment Discount,-274562,-263406,-241730,421,-243480,-243480,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3113110,Motor Vehicles - Current Year,564750,531958,389130,333545,326010,326010,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3113210,Mobile Homes - Current Year,106293,89157,91110,86050,99780,99780,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3113310,Rail Road Equipment-Current Yr,67623,75007,70000,45000,75000,75000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3116110,Real Estate Transfer,0,0,0,0,0,0,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3131110,Local Option Sales & Use Tax,25979252,25019567,26783630,24566340,27136230,27136230,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3221610,Scrap Metal Permits,3062,2467,2000,5600,2760,2760,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3411110,Bail Bond Administration Fees,0,0,0,0,0,0,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3411111,Sheriff Fees -Criminal Bonds,50520,51822,55000,55340,55000,55000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3411610,Sheriff Fines and Fees,99988,93128,100000,104884,100000,100000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3414110,Printing & Dup Service Fees,86099,41046,100000,37472,63570,63570,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3415110,Data Processing Fees,0,0,0,0,0,0,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3419610,Telephone Comm - Jail,307962,332562,280000,277118,330000,330000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3419920,Social Security Informant Fee,55500,38800,50000,19200,40000,40000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3421130,False Alarms for Sheriff,0,0,2000,0,2000,2000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3421210,Accident Reports,91147,54685,60000,58125,60000,60000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3421310,Criminal Background Checks,755,675,1000,125,500,500,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3421511,Defensive Driving Class Fees,0,0,0,0,0,0,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3423210,Inmate Medical Fees,8399,12837,9500,16799,15000,15000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3423240,Inmate Kiosk/Commissary,397832,494266,380000,459713,500000,500000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3423430,Prisoner Reimb County Jail,6661,203999,35000,93407,100000,100000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3425110,E911 charges,0,0,0,0,0,0,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3429120,Admin Fees-Specials,0,0,2000,0,2000,2000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3519110,County Jail-Constr & Staffing,240246,252254,300000,186251,250000,250000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
3519310,Parking violation,16330,5848,15000,8000,10000,10000,273,Law Enforcement,273000000,Law Enforcement,GENERAL FUNDS,2021-12-31
